text,emotion
"I can't focus on this presentation, it's dragging on right now",Bored
"Wait, how did we get this answer, I'm lost during class",Confused
This assignment is taking forever and nothing works seriously,Frustrated
"This lecture is so slow, I already know all of this honestly",Bored
"I'm so annoyed, the code keeps throwing the same error",Frustrated
"Can you explain that step again, it doesn't make sense during class",Confused
This homework is repetitive and uninteresting today,Bored
"This makes total sense, I can explain it to others right now",Confident
I can't believe I have three assignments due tomorrow seriously,Frustrated
"Can you explain that step again, it doesn't make sense again",Confused
"Can you explain that step again, it doesn't make sense during class",Confused
I'm confident I answered all the quiz questions correctly seriously,Confident
"This is fascinating, what happens if we change this variable seriously",Curious
"I keep zoning out during this class, nothing is new right now",Bored
I keep getting a different answer than the textbook seriously,Confused
Nothing about this topic holds my attention today seriously,Bored
I wonder how this concept applies to real projects again,Curious
I'm stuck on this problem and don't know where to start again,Confused
"That's interesting, can we go deeper into this topic",Curious
"Can you explain that step again, it doesn't make sense honestly",Confused
Why does this keep failing no matter what I try seriously,Frustrated
I'm sure I'll do well on this exam honestly,Confident
Nothing about this topic holds my attention today right now,Bored
"This lecture is so slow, I already know all of this right now",Bored
I've tried this problem five times and still can't solve it right now,Frustrated
This professor's instructions never make sense,Frustrated
I understand this topic really well now,Confident
"This lecture is so slow, I already know all of this during class",Bored
"This is fascinating, what happens if we change this variable again",Curious
"I can't focus on this presentation, it's dragging on honestly",Bored
"I'm so annoyed, the code keeps throwing the same error during class",Frustrated
I don't understand this formula at all honestly,Confused
I can't believe I have three assignments due tomorrow again,Frustrated
"I keep zoning out during this class, nothing is new seriously",Bored
"I keep zoning out during this class, nothing is new seriously",Bored
"Can you explain that step again, it doesn't make sense again",Confused
"Wait, why does this formula work like that",Curious
Why does this keep failing no matter what I try during class,Frustrated
I've got this assignment figured out completely again,Confident
"Same review material again, I've heard this five times today",Bored
This professor's instructions never make sense,Frustrated
"Wait, why does this formula work like that honestly",Curious
I've tried this problem five times and still can't solve it,Frustrated
Nothing about this topic holds my attention today again,Bored
I can't believe I have three assignments due tomorrow honestly,Frustrated
Nothing about this group project is going smoothly right now,Frustrated
I can't believe I have three assignments due tomorrow again,Frustrated
None of this is making sense to me right now honestly,Confused
I understand this topic really well now seriously,Confident
Why does this keep failing no matter what I try honestly,Frustrated
I solved the whole problem set without help again,Confident
None of this is making sense to me right now seriously,Confused
I'd like to explore this idea further after class,Curious
I solved the whole problem set without help,Confident
I'm just waiting for this class to end already during class,Bored
I feel ready for the presentation tomorrow,Confident
Nothing about this topic holds my attention today today,Bored
I have no idea what the professor just said honestly,Confused
This homework is repetitive and uninteresting right now,Bored
Nothing about this group project is going smoothly during class,Frustrated
I've tried this problem five times and still can't solve it during class,Frustrated
I've tried this problem five times and still can't solve it seriously,Frustrated
I know exactly how to approach this project,Confident
Nothing about this group project is going smoothly honestly,Frustrated
This assignment is taking forever and nothing works today,Frustrated
I can't believe I have three assignments due tomorrow right now,Frustrated
I've got this assignment figured out completely seriously,Confident
I'm confident I answered all the quiz questions correctly today,Confident
This assignment is taking forever and nothing works today,Frustrated
I solved the whole problem set without help right now,Confident
"I keep zoning out during this class, nothing is new right now",Bored
I understand this topic really well now right now,Confident
I've tried this problem five times and still can't solve it,Frustrated
I want to know more about how this algorithm works honestly,Curious
"Same review material again, I've heard this five times honestly",Bored
"That's interesting, can we go deeper into this topic seriously",Curious
"Wait, how did we get this answer, I'm lost again",Confused
I don't understand this formula at all today,Confused
What would happen if we applied this to a different problem,Curious
I've got this assignment figured out completely right now,Confident
"This makes total sense, I can explain it to others today",Confident
I'd like to explore this idea further after class today,Curious
Nothing about this topic holds my attention today again,Bored
This assignment is taking forever and nothing works,Frustrated
What would happen if we applied this to a different problem,Curious
"That's interesting, can we go deeper into this topic honestly",Curious
I don't understand this formula at all,Confused
"Wait, how did we get this answer, I'm lost during class",Confused
I've tried this problem five times and still can't solve it today,Frustrated
Nothing about this group project is going smoothly right now,Frustrated
"That's interesting, can we go deeper into this topic seriously",Curious
None of this is making sense to me right now seriously,Confused
"Can you explain that step again, it doesn't make sense",Confused
"Same review material again, I've heard this five times",Bored
"This makes total sense, I can explain it to others today",Confident
What would happen if we applied this to a different problem seriously,Curious
"I keep zoning out during this class, nothing is new honestly",Bored
This professor's instructions never make sense seriously,Frustrated
I've got this assignment figured out completely again,Confident
This professor's instructions never make sense seriously,Frustrated
I'm sick of redoing this same section over and over during class,Frustrated
I don't understand this formula at all,Confused
I understand this topic really well now honestly,Confident
"This is fascinating, what happens if we change this variable today",Curious
I know exactly how to approach this project right now,Confident
I'm just waiting for this class to end already during class,Bored
I'm sure I'll do well on this exam right now,Confident
This assignment instructions are so unclear right now,Confused
"I can't focus on this presentation, it's dragging on today",Bored
This homework is repetitive and uninteresting,Bored
I feel ready for the presentation tomorrow today,Confident
I wonder how this concept applies to real projects right now,Curious
I'm stuck on this problem and don't know where to start today,Confused
"Can you explain that step again, it doesn't make sense seriously",Confused
I'm stuck on this problem and don't know where to start,Confused
"I can't focus on this presentation, it's dragging on during class",Bored
This assignment instructions are so unclear right now,Confused
I wonder how this concept applies to real projects seriously,Curious
"Can you explain that step again, it doesn't make sense right now",Confused
I'm stuck on this problem and don't know where to start,Confused
I want to know more about how this algorithm works,Curious
This homework is repetitive and uninteresting today,Bored
None of this is making sense to me right now today,Confused
"Same review material again, I've heard this five times during class",Bored
Why does this keep failing no matter what I try seriously,Frustrated
I'm just waiting for this class to end already right now,Bored
"Wait, how did we get this answer, I'm lost honestly",Confused
This textbook chapter is putting me to sleep during class,Bored
"That's interesting, can we go deeper into this topic today",Curious
I'm sick of redoing this same section over and over,Frustrated
I solved the whole problem set without help today,Confident
This assignment instructions are so unclear seriously,Confused
"Wait, how did we get this answer, I'm lost",Confused
None of this is making sense to me right now again,Confused
I'm sure I'll do well on this exam today,Confident
I solved the whole problem set without help honestly,Confident
I wonder how this concept applies to real projects right now,Curious
"I'm so annoyed, the code keeps throwing the same error seriously",Frustrated
"This lecture is so slow, I already know all of this honestly",Bored
I wonder how this concept applies to real projects honestly,Curious
I understand this topic really well now,Confident
I've tried this problem five times and still can't solve it right now,Frustrated
"Wait, how did we get this answer, I'm lost seriously",Confused
I don't understand this formula at all,Confused
"This is fascinating, what happens if we change this variable honestly",Curious
This professor's instructions never make sense honestly,Frustrated
I'm stuck on this problem and don't know where to start right now,Confused
How does this relate to what we learned last week again,Curious
"This makes total sense, I can explain it to others honestly",Confident
I've got this assignment figured out completely honestly,Confident
I want to know more about how this algorithm works,Curious
I can't believe I have three assignments due tomorrow today,Frustrated
I'd like to explore this idea further after class today,Curious
I want to know more about how this algorithm works today,Curious
Nothing about this topic holds my attention today,Bored
"This makes total sense, I can explain it to others",Confident
Why does this keep failing no matter what I try again,Frustrated
"That's interesting, can we go deeper into this topic right now",Curious
I have no idea what the professor just said seriously,Confused
"Wait, why does this formula work like that today",Curious
"Wait, how did we get this answer, I'm lost again",Confused
None of this is making sense to me right now,Confused
I'm just waiting for this class to end already during class,Bored
I feel ready for the presentation tomorrow seriously,Confident
"I'm so annoyed, the code keeps throwing the same error right now",Frustrated
"Wait, why does this formula work like that right now",Curious
I feel ready for the presentation tomorrow,Confident
Nothing about this topic holds my attention today right now,Bored
What would happen if we applied this to a different problem today,Curious
"Can you explain that step again, it doesn't make sense honestly",Confused
I'm confident I answered all the quiz questions correctly right now,Confident
"I keep zoning out during this class, nothing is new during class",Bored
Nothing about this group project is going smoothly again,Frustrated
This homework is repetitive and uninteresting today,Bored
None of this is making sense to me right now,Confused
This assignment is taking forever and nothing works seriously,Frustrated
This homework is repetitive and uninteresting today,Bored
I understand this topic really well now honestly,Confident
None of this is making sense to me right now during class,Confused
I'm confident I answered all the quiz questions correctly right now,Confident
I'm sick of redoing this same section over and over right now,Frustrated
"Can you explain that step again, it doesn't make sense honestly",Confused
What would happen if we applied this to a different problem during class,Curious
I don't understand this formula at all seriously,Confused
I want to know more about how this algorithm works seriously,Curious
I understand this topic really well now seriously,Confident
I don't understand this formula at all seriously,Confused
I'm just waiting for this class to end already right now,Bored
This assignment instructions are so unclear again,Confused
This homework is repetitive and uninteresting right now,Bored
"I'm so annoyed, the code keeps throwing the same error honestly",Frustrated
"Wait, how did we get this answer, I'm lost honestly",Confused
This textbook chapter is putting me to sleep again,Bored
"I'm so annoyed, the code keeps throwing the same error seriously",Frustrated
"This makes total sense, I can explain it to others",Confident
"This is fascinating, what happens if we change this variable right now",Curious
"Can you explain that step again, it doesn't make sense today",Confused
I'd like to explore this idea further after class honestly,Curious
I keep getting a different answer than the textbook during class,Confused
I'm just waiting for this class to end already during class,Bored
"I keep zoning out during this class, nothing is new right now",Bored
I can't believe I have three assignments due tomorrow,Frustrated
I don't understand this formula at all right now,Confused
This assignment is taking forever and nothing works again,Frustrated
I wonder how this concept applies to real projects today,Curious
I'm stuck on this problem and don't know where to start again,Confused
I don't understand this formula at all today,Confused
"This lecture is so slow, I already know all of this seriously",Bored
I've got this assignment figured out completely right now,Confident
I'd like to explore this idea further after class seriously,Curious
"This is fascinating, what happens if we change this variable today",Curious
"Same review material again, I've heard this five times today",Bored
This assignment is taking forever and nothing works,Frustrated
"This makes total sense, I can explain it to others again",Confident
I don't understand this formula at all seriously,Confused
I'm sure I'll do well on this exam honestly,Confident
"I keep zoning out during this class, nothing is new honestly",Bored
I've got this assignment figured out completely during class,Confident
I'd like to explore this idea further after class,Curious
"This lecture is so slow, I already know all of this during class",Bored
This professor's instructions never make sense seriously,Frustrated
Nothing about this group project is going smoothly,Frustrated
None of this is making sense to me right now seriously,Confused
This homework is repetitive and uninteresting honestly,Bored
"This is fascinating, what happens if we change this variable seriously",Curious
"This makes total sense, I can explain it to others during class",Confident
I'm sure I'll do well on this exam right now,Confident
Nothing about this topic holds my attention today seriously,Bored
I'm confident I answered all the quiz questions correctly today,Confident
This textbook chapter is putting me to sleep again,Bored
This homework is repetitive and uninteresting again,Bored
I wonder how this concept applies to real projects,Curious
This assignment is taking forever and nothing works honestly,Frustrated
I want to know more about how this algorithm works right now,Curious
"Same review material again, I've heard this five times today",Bored
I don't understand this formula at all honestly,Confused
"This makes total sense, I can explain it to others",Confident
Why does this keep failing no matter what I try during class,Frustrated
This homework is repetitive and uninteresting today,Bored
I'm sick of redoing this same section over and over honestly,Frustrated
Nothing about this topic holds my attention today again,Bored
I'm confident I answered all the quiz questions correctly honestly,Confident
I'm sure I'll do well on this exam,Confident
This textbook chapter is putting me to sleep seriously,Bored
"Wait, why does this formula work like that seriously",Curious
This assignment instructions are so unclear during class,Confused
I'm just waiting for this class to end already seriously,Bored
"I keep zoning out during this class, nothing is new today",Bored
This assignment is taking forever and nothing works again,Frustrated
"That's interesting, can we go deeper into this topic again",Curious
I'm sick of redoing this same section over and over,Frustrated
"That's interesting, can we go deeper into this topic during class",Curious
This homework is repetitive and uninteresting today,Bored
I'm sure I'll do well on this exam again,Confident
This assignment instructions are so unclear,Confused
"Can you explain that step again, it doesn't make sense seriously",Confused
This professor's instructions never make sense seriously,Frustrated
"This makes total sense, I can explain it to others honestly",Confident
I'm confident I answered all the quiz questions correctly honestly,Confident
"Can you explain that step again, it doesn't make sense again",Confused
I have no idea what the professor just said,Confused
"Wait, how did we get this answer, I'm lost",Confused
I have no idea what the professor just said right now,Confused
I'm stuck on this problem and don't know where to start today,Confused
I understand this topic really well now,Confident
I keep getting a different answer than the textbook during class,Confused
I understand this topic really well now honestly,Confident
I'm confident I answered all the quiz questions correctly right now,Confident
This homework is repetitive and uninteresting right now,Bored
"This is fascinating, what happens if we change this variable again",Curious
I can't believe I have three assignments due tomorrow honestly,Frustrated
I'm sick of redoing this same section over and over honestly,Frustrated
I can't believe I have three assignments due tomorrow honestly,Frustrated
I know exactly how to approach this project honestly,Confident
Why does this keep failing no matter what I try today,Frustrated
I'd like to explore this idea further after class again,Curious
I feel ready for the presentation tomorrow again,Confident
I'd like to explore this idea further after class honestly,Curious
This assignment instructions are so unclear seriously,Confused
"Wait, why does this formula work like that honestly",Curious
"That's interesting, can we go deeper into this topic again",Curious
This assignment instructions are so unclear right now,Confused
I've tried this problem five times and still can't solve it again,Frustrated
This professor's instructions never make sense again,Frustrated
This homework is repetitive and uninteresting again,Bored
"That's interesting, can we go deeper into this topic honestly",Curious
Nothing about this group project is going smoothly right now,Frustrated
I feel ready for the presentation tomorrow today,Confident
I wonder how this concept applies to real projects seriously,Curious
None of this is making sense to me right now right now,Confused
"This is fascinating, what happens if we change this variable during class",Curious
I'm sure I'll do well on this exam during class,Confident
"I'm so annoyed, the code keeps throwing the same error again",Frustrated
"I can't focus on this presentation, it's dragging on honestly",Bored
"I'm so annoyed, the code keeps throwing the same error",Frustrated
I've tried this problem five times and still can't solve it right now,Frustrated
I've got this assignment figured out completely,Confident
Nothing about this group project is going smoothly seriously,Frustrated
"This lecture is so slow, I already know all of this seriously",Bored
How does this relate to what we learned last week seriously,Curious
Nothing about this group project is going smoothly right now,Frustrated
Why does this keep failing no matter what I try today,Frustrated
This assignment instructions are so unclear right now,Confused
I'm just waiting for this class to end already honestly,Bored
I have no idea what the professor just said right now,Confused
I solved the whole problem set without help today,Confident
I feel ready for the presentation tomorrow honestly,Confident
None of this is making sense to me right now during class,Confused
I'm confident I answered all the quiz questions correctly right now,Confident
What would happen if we applied this to a different problem right now,Curious
I'm just waiting for this class to end already seriously,Bored
I understand this topic really well now seriously,Confident
I'm confident I answered all the quiz questions correctly seriously,Confident
I feel ready for the presentation tomorrow,Confident
I'd like to explore this idea further after class during class,Curious
How does this relate to what we learned last week seriously,Curious
This homework is repetitive and uninteresting during class,Bored
This assignment is taking forever and nothing works honestly,Frustrated
I'm sure I'll do well on this exam,Confident
"Wait, why does this formula work like that again",Curious
None of this is making sense to me right now seriously,Confused
"I keep zoning out during this class, nothing is new again",Bored
"Wait, how did we get this answer, I'm lost right now",Confused
This textbook chapter is putting me to sleep right now,Bored
I'm confident I answered all the quiz questions correctly during class,Confident
"I keep zoning out during this class, nothing is new right now",Bored
I want to know more about how this algorithm works right now,Curious
"That's interesting, can we go deeper into this topic today",Curious
"This lecture is so slow, I already know all of this",Bored
This assignment is taking forever and nothing works right now,Frustrated
This assignment instructions are so unclear during class,Confused
I'm just waiting for this class to end already,Bored
"I can't focus on this presentation, it's dragging on today",Bored
I know exactly how to approach this project,Confident
I solved the whole problem set without help right now,Confident
Nothing about this group project is going smoothly,Frustrated
I'm confident I answered all the quiz questions correctly again,Confident
This homework is repetitive and uninteresting today,Bored
"That's interesting, can we go deeper into this topic again",Curious
What would happen if we applied this to a different problem,Curious
"This makes total sense, I can explain it to others",Confident
How does this relate to what we learned last week honestly,Curious
"I can't focus on this presentation, it's dragging on seriously",Bored
Nothing about this group project is going smoothly seriously,Frustrated
This assignment is taking forever and nothing works seriously,Frustrated
"I'm so annoyed, the code keeps throwing the same error today",Frustrated
I've got this assignment figured out completely,Confident
This textbook chapter is putting me to sleep honestly,Bored
I can't believe I have three assignments due tomorrow again,Frustrated
I have no idea what the professor just said again,Confused
"I keep zoning out during this class, nothing is new again",Bored
I solved the whole problem set without help during class,Confident
I feel ready for the presentation tomorrow today,Confident
I wonder how this concept applies to real projects honestly,Curious
"Wait, how did we get this answer, I'm lost during class",Confused
None of this is making sense to me right now seriously,Confused
I've got this assignment figured out completely today,Confident
"I'm so annoyed, the code keeps throwing the same error today",Frustrated
This assignment is taking forever and nothing works today,Frustrated
Why does this keep failing no matter what I try again,Frustrated
"Same review material again, I've heard this five times during class",Bored
What would happen if we applied this to a different problem honestly,Curious
"I keep zoning out during this class, nothing is new honestly",Bored
"That's interesting, can we go deeper into this topic today",Curious
I know exactly how to approach this project again,Confident
This assignment is taking forever and nothing works honestly,Frustrated
I want to know more about how this algorithm works seriously,Curious
I've got this assignment figured out completely right now,Confident
I'd like to explore this idea further after class honestly,Curious
I'm sick of redoing this same section over and over seriously,Frustrated
I know exactly how to approach this project right now,Confident
I'm stuck on this problem and don't know where to start honestly,Confused
How does this relate to what we learned last week right now,Curious
Nothing about this group project is going smoothly honestly,Frustrated
I can't believe I have three assignments due tomorrow again,Frustrated
This assignment instructions are so unclear seriously,Confused
"Wait, why does this formula work like that seriously",Curious
How does this relate to what we learned last week seriously,Curious
I've tried this problem five times and still can't solve it right now,Frustrated
I wonder how this concept applies to real projects right now,Curious
"Wait, why does this formula work like that right now",Curious
I solved the whole problem set without help again,Confident
I feel ready for the presentation tomorrow right now,Confident
This assignment instructions are so unclear,Confused
I've tried this problem five times and still can't solve it right now,Frustrated
I want to know more about how this algorithm works during class,Curious
I solved the whole problem set without help seriously,Confident
"That's interesting, can we go deeper into this topic seriously",Curious
This textbook chapter is putting me to sleep again,Bored
I've tried this problem five times and still can't solve it right now,Frustrated
I feel ready for the presentation tomorrow today,Confident
I have no idea what the professor just said again,Confused
I know exactly how to approach this project during class,Confident
I keep getting a different answer than the textbook today,Confused
I'd like to explore this idea further after class seriously,Curious
I don't understand this formula at all honestly,Confused
I have no idea what the professor just said right now,Confused
"Wait, why does this formula work like that again",Curious
"This lecture is so slow, I already know all of this today",Bored
I'm stuck on this problem and don't know where to start today,Confused
I feel ready for the presentation tomorrow during class,Confident
I know exactly how to approach this project honestly,Confident
I'm stuck on this problem and don't know where to start today,Confused
I feel ready for the presentation tomorrow seriously,Confident
I know exactly how to approach this project again,Confident
How does this relate to what we learned last week seriously,Curious
"Wait, why does this formula work like that right now",Curious
I know exactly how to approach this project honestly,Confident
I wonder how this concept applies to real projects during class,Curious
This professor's instructions never make sense right now,Frustrated
I'm sure I'll do well on this exam today,Confident
I can't believe I have three assignments due tomorrow,Frustrated
I'm confident I answered all the quiz questions correctly again,Confident
I understand this topic really well now again,Confident
"This lecture is so slow, I already know all of this honestly",Bored
"Wait, why does this formula work like that honestly",Curious
I'm stuck on this problem and don't know where to start honestly,Confused
"This lecture is so slow, I already know all of this again",Bored
"Can you explain that step again, it doesn't make sense today",Confused
I'm stuck on this problem and don't know where to start right now,Confused
"Wait, why does this formula work like that during class",Curious
I wonder how this concept applies to real projects,Curious
Why does this keep failing no matter what I try seriously,Frustrated
I solved the whole problem set without help honestly,Confident
I'm just waiting for this class to end already today,Bored
"This makes total sense, I can explain it to others today",Confident
I know exactly how to approach this project during class,Confident
I can't believe I have three assignments due tomorrow again,Frustrated
"This lecture is so slow, I already know all of this right now",Bored
I know exactly how to approach this project today,Confident
"I keep zoning out during this class, nothing is new again",Bored
Nothing about this group project is going smoothly seriously,Frustrated
I'd like to explore this idea further after class again,Curious
"This makes total sense, I can explain it to others",Confident
This homework is repetitive and uninteresting again,Bored
Nothing about this group project is going smoothly today,Frustrated
None of this is making sense to me right now during class,Confused
Nothing about this group project is going smoothly again,Frustrated
This homework is repetitive and uninteresting during class,Bored
Nothing about this topic holds my attention today right now,Bored
None of this is making sense to me right now again,Confused
This homework is repetitive and uninteresting during class,Bored
This assignment instructions are so unclear honestly,Confused
Nothing about this group project is going smoothly right now,Frustrated
I've tried this problem five times and still can't solve it honestly,Frustrated
"I keep zoning out during this class, nothing is new again",Bored
I solved the whole problem set without help today,Confident
None of this is making sense to me right now seriously,Confused
I keep getting a different answer than the textbook,Confused
I'm sick of redoing this same section over and over today,Frustrated
I know exactly how to approach this project during class,Confident
I solved the whole problem set without help right now,Confident
"This is fascinating, what happens if we change this variable during class",Curious
I'm sick of redoing this same section over and over seriously,Frustrated
I'd like to explore this idea further after class honestly,Curious
I'm stuck on this problem and don't know where to start again,Confused
"This lecture is so slow, I already know all of this during class",Bored
"This is fascinating, what happens if we change this variable during class",Curious
"I can't focus on this presentation, it's dragging on right now",Bored
"Same review material again, I've heard this five times seriously",Bored
I can't believe I have three assignments due tomorrow,Frustrated
"I'm so annoyed, the code keeps throwing the same error honestly",Frustrated
"This makes total sense, I can explain it to others seriously",Confident
I understand this topic really well now right now,Confident
"Wait, why does this formula work like that again",Curious
I feel ready for the presentation tomorrow seriously,Confident
"This lecture is so slow, I already know all of this",Bored
I understand this topic really well now during class,Confident
I'm confident I answered all the quiz questions correctly again,Confident
"This makes total sense, I can explain it to others seriously",Confident
How does this relate to what we learned last week honestly,Curious
I feel ready for the presentation tomorrow,Confident
"This makes total sense, I can explain it to others today",Confident
I know exactly how to approach this project today,Confident
"Can you explain that step again, it doesn't make sense during class",Confused
"I keep zoning out during this class, nothing is new right now",Bored
This homework is repetitive and uninteresting today,Bored
"Wait, why does this formula work like that honestly",Curious
I wonder how this concept applies to real projects right now,Curious
I want to know more about how this algorithm works during class,Curious
This homework is repetitive and uninteresting today,Bored
I know exactly how to approach this project,Confident
I wonder how this concept applies to real projects today,Curious
This assignment instructions are so unclear again,Confused
What would happen if we applied this to a different problem today,Curious
I feel ready for the presentation tomorrow,Confident
This homework is repetitive and uninteresting today,Bored
"This lecture is so slow, I already know all of this again",Bored
This professor's instructions never make sense seriously,Frustrated
I'm stuck on this problem and don't know where to start seriously,Confused
"This lecture is so slow, I already know all of this",Bored
"That's interesting, can we go deeper into this topic honestly",Curious
I'm stuck on this problem and don't know where to start today,Confused
What would happen if we applied this to a different problem during class,Curious
I'm sick of redoing this same section over and over honestly,Frustrated
I have no idea what the professor just said today,Confused
Nothing about this topic holds my attention today during class,Bored
"I keep zoning out during this class, nothing is new honestly",Bored
I keep getting a different answer than the textbook right now,Confused
"This lecture is so slow, I already know all of this during class",Bored
I understand this topic really well now honestly,Confident
"Can you explain that step again, it doesn't make sense again",Confused
I've got this assignment figured out completely honestly,Confident
This professor's instructions never make sense right now,Frustrated
This professor's instructions never make sense again,Frustrated
I keep getting a different answer than the textbook during class,Confused
I'd like to explore this idea further after class today,Curious
"I'm so annoyed, the code keeps throwing the same error",Frustrated
Why does this keep failing no matter what I try seriously,Frustrated
"Wait, why does this formula work like that honestly",Curious
"This makes total sense, I can explain it to others honestly",Confident
"I keep zoning out during this class, nothing is new honestly",Bored
I'm stuck on this problem and don't know where to start right now,Confused
"I'm so annoyed, the code keeps throwing the same error during class",Frustrated
I don't understand this formula at all,Confused
I'd like to explore this idea further after class honestly,Curious
I've got this assignment figured out completely seriously,Confident
"Wait, why does this formula work like that right now",Curious
I'd like to explore this idea further after class right now,Curious
None of this is making sense to me right now honestly,Confused
This homework is repetitive and uninteresting during class,Bored
This homework is repetitive and uninteresting honestly,Bored
"Wait, why does this formula work like that",Curious
"Wait, why does this formula work like that during class",Curious
This textbook chapter is putting me to sleep seriously,Bored
None of this is making sense to me right now again,Confused
I know exactly how to approach this project right now,Confident
This homework is repetitive and uninteresting during class,Bored
"This is fascinating, what happens if we change this variable today",Curious
None of this is making sense to me right now right now,Confused
This homework is repetitive and uninteresting,Bored
"This makes total sense, I can explain it to others right now",Confident
I'm stuck on this problem and don't know where to start right now,Confused
I know exactly how to approach this project again,Confident
I feel ready for the presentation tomorrow right now,Confident
This professor's instructions never make sense again,Frustrated
I'm stuck on this problem and don't know where to start,Confused
I'm stuck on this problem and don't know where to start again,Confused
"I keep zoning out during this class, nothing is new today",Bored
I can't believe I have three assignments due tomorrow again,Frustrated
I don't understand this formula at all honestly,Confused
This assignment is taking forever and nothing works during class,Frustrated
What would happen if we applied this to a different problem honestly,Curious
"That's interesting, can we go deeper into this topic during class",Curious
What would happen if we applied this to a different problem honestly,Curious
This professor's instructions never make sense right now,Frustrated
"Wait, why does this formula work like that again",Curious
This assignment is taking forever and nothing works honestly,Frustrated
I'm confident I answered all the quiz questions correctly during class,Confident
I don't understand this formula at all right now,Confused
How does this relate to what we learned last week seriously,Curious
This assignment is taking forever and nothing works during class,Frustrated
This assignment instructions are so unclear again,Confused
"This lecture is so slow, I already know all of this right now",Bored
Why does this keep failing no matter what I try today,Frustrated
I have no idea what the professor just said seriously,Confused
Nothing about this topic holds my attention today during class,Bored
"I can't focus on this presentation, it's dragging on again",Bored
Why does this keep failing no matter what I try today,Frustrated
Nothing about this topic holds my attention today honestly,Bored
"Wait, why does this formula work like that",Curious
This textbook chapter is putting me to sleep,Bored
I don't understand this formula at all during class,Confused
"Wait, why does this formula work like that seriously",Curious
"Wait, why does this formula work like that during class",Curious
I understand this topic really well now,Confident
"I'm so annoyed, the code keeps throwing the same error seriously",Frustrated
"Wait, why does this formula work like that again",Curious
I can't believe I have three assignments due tomorrow today,Frustrated
I'm sick of redoing this same section over and over,Frustrated
This professor's instructions never make sense seriously,Frustrated
I can't believe I have three assignments due tomorrow honestly,Frustrated
I can't believe I have three assignments due tomorrow today,Frustrated
I've tried this problem five times and still can't solve it right now,Frustrated
"Same review material again, I've heard this five times right now",Bored
I have no idea what the professor just said right now,Confused
I'd like to explore this idea further after class seriously,Curious
I've tried this problem five times and still can't solve it seriously,Frustrated
I'm just waiting for this class to end already,Bored
I've tried this problem five times and still can't solve it,Frustrated
"I can't focus on this presentation, it's dragging on right now",Bored
I know exactly how to approach this project,Confident
This textbook chapter is putting me to sleep during class,Bored
Nothing about this group project is going smoothly seriously,Frustrated
I'm confident I answered all the quiz questions correctly,Confident
I'm confident I answered all the quiz questions correctly again,Confident
I know exactly how to approach this project,Confident
How does this relate to what we learned last week,Curious
This homework is repetitive and uninteresting right now,Bored
I feel ready for the presentation tomorrow right now,Confident
I want to know more about how this algorithm works during class,Curious
I'm confident I answered all the quiz questions correctly,Confident
"I keep zoning out during this class, nothing is new",Bored
I can't believe I have three assignments due tomorrow seriously,Frustrated
This homework is repetitive and uninteresting seriously,Bored
I'm stuck on this problem and don't know where to start today,Confused
"Same review material again, I've heard this five times right now",Bored
Why does this keep failing no matter what I try seriously,Frustrated
This textbook chapter is putting me to sleep right now,Bored
"This lecture is so slow, I already know all of this seriously",Bored
This assignment instructions are so unclear today,Confused
"This lecture is so slow, I already know all of this honestly",Bored
"Same review material again, I've heard this five times today",Bored
"That's interesting, can we go deeper into this topic honestly",Curious
"I keep zoning out during this class, nothing is new right now",Bored
I'm stuck on this problem and don't know where to start during class,Confused
I have no idea what the professor just said again,Confused
"Same review material again, I've heard this five times honestly",Bored
Why does this keep failing no matter what I try right now,Frustrated
"Same review material again, I've heard this five times again",Bored
I have no idea what the professor just said during class,Confused
I keep getting a different answer than the textbook honestly,Confused
"This lecture is so slow, I already know all of this during class",Bored
I feel ready for the presentation tomorrow seriously,Confident
"I'm so annoyed, the code keeps throwing the same error again",Frustrated
I solved the whole problem set without help,Confident
I understand this topic really well now honestly,Confident
"This lecture is so slow, I already know all of this right now",Bored
I know exactly how to approach this project right now,Confident
I'm confident I answered all the quiz questions correctly again,Confident
I'm confident I answered all the quiz questions correctly seriously,Confident
"That's interesting, can we go deeper into this topic honestly",Curious
I'm confident I answered all the quiz questions correctly again,Confident
I understand this topic really well now again,Confident
"This makes total sense, I can explain it to others",Confident
I feel ready for the presentation tomorrow during class,Confident
This assignment is taking forever and nothing works,Frustrated
I'd like to explore this idea further after class again,Curious
This assignment is taking forever and nothing works during class,Frustrated
"Can you explain that step again, it doesn't make sense",Confused
I'm sure I'll do well on this exam honestly,Confident
"I can't focus on this presentation, it's dragging on right now",Bored
I want to know more about how this algorithm works today,Curious
I feel ready for the presentation tomorrow today,Confident
"I keep zoning out during this class, nothing is new honestly",Bored
I'm sure I'll do well on this exam during class,Confident
I'm stuck on this problem and don't know where to start,Confused
"Same review material again, I've heard this five times seriously",Bored
I've tried this problem five times and still can't solve it honestly,Frustrated
I feel ready for the presentation tomorrow again,Confident
Why does this keep failing no matter what I try,Frustrated
I understand this topic really well now today,Confident
"This is fascinating, what happens if we change this variable again",Curious
"I keep zoning out during this class, nothing is new right now",Bored
"That's interesting, can we go deeper into this topic right now",Curious
"Same review material again, I've heard this five times today",Bored
"That's interesting, can we go deeper into this topic today",Curious
I've got this assignment figured out completely during class,Confident
This textbook chapter is putting me to sleep,Bored
I want to know more about how this algorithm works honestly,Curious
